station_id,date,time,timestamp,temperature_c,rainfall_mm,humidity_pct,wind_speed_ms,solar_radiation_wm2,pressure_hpa,dewpoint_c
WS-FR-03,2023-03-12,12:00:00,2023-03-12T12:00:00Z,34.2,14.6,81.8,11.0,634.8,991.2,4.2
WS-NL-01,2023-03-13,12:00:00,2023-03-13T12:00:00Z,33.7,19.6,80.5,8.9,663.2,1016.3,-4.9
WS-DE-02,2023-03-13,12:00:00,2023-03-13T12:00:00Z,20.2,15.5,84.7,2.6,628.6,991.4,18.4
WS-FR-03,2023-03-13,12:00:00,2023-03-13T12:00:00Z,-0.6,0.5,50.4,2.7,636.9,1008.5,13.2
WS-NL-01,2023-03-14,12:00:00,2023-03-14T12:00:00Z,31.8,21.8,77.8,1.4,167.4,999.3,-0.2
WS-DE-02,2023-03-14,12:00:00,2023-03-14T12:00:00Z,21.5,13.1,50.4,3.0,825.3,1005.4,0.6
WS-FR-03,2023-03-14,12:00:00,2023-03-14T12:00:00Z,25.9,18.0,71.8,10.6,568.6,998.7,-2.6
WS-NL-01,2023-03-15,12:00:00,2023-03-15T12:00:00Z,17.3,5.6,93.2,4.8,295.7,999.3,11.1
WS-DE-02,2023-03-15,12:00:00,2023-03-15T12:00:00Z,7.7,8.7,90.7,12.0,282.4,995.5,10.3
WS-FR-03,2023-03-15,12:00:00,2023-03-15T12:00:00Z,10.2,24.5,83.2,14.3,733.9,1003.1,-1.4
WS-NL-01,2023-03-16,12:00:00,2023-03-16T12:00:00Z,23.6,8.7,58.8,4.2,457.2,999.1,6.2
WS-DE-02,2023-03-16,12:00:00,2023-03-16T12:00:00Z,32.3,17.4,38.9,9.4,548.8,1000.9,10.1
WS-FR-03,2023-03-16,12:00:00,2023-03-16T12:00:00Z,16.2,15.9,33.4,6.5,659.8,994.5,13.1
WS-NL-01,2023-03-17,12:00:00,2023-03-17T12:00:00Z,-4.8,13.8,90.4,6.4,844.8,1029.5,4.3
WS-DE-02,2023-03-17,12:00:00,2023-03-17T12:00:00Z,3.0,24.1,50.9,9.9,821.7,994.0,7.2
WS-FR-03,2023-03-17,12:00:00,2023-03-17T12:00:00Z,16.4,18.1,90.9,13.7,198.8,1029.7,-4.7
WS-NL-01,2023-03-18,12:00:00,2023-03-18T12:00:00Z,31.8,24.9,55.8,7.7,846.1,1033.3,17.8
WS-DE-02,2023-03-18,12:00:00,2023-03-18T12:00:00Z,30.1,0.2,66.9,2.1,885.5,1002.8,19.7
WS-FR-03,2023-03-18,12:00:00,2023-03-18T12:00:00Z,16.7,12.3,91.0,12.8,447.8,998.7,-6.6
WS-NL-01,2023-03-19,12:00:00,2023-03-19T12:00:00Z,1.5,11.5,46.7,3.2,676.1,1025.6,7.0
WS-DE-02,2023-03-19,12:00:00,2023-03-19T12:00:00Z,25.3,4.4,85.6,13.5,752.9,1013.2,-7.4
WS-FR-03,2023-03-19,12:00:00,2023-03-19T12:00:00Z,21.8,4.6,39.1,5.2,260.8,1001.7,-2.9
WS-NL-01,2023-03-20,12:00:00,2023-03-20T12:00:00Z,25.2,23.9,49.6,11.0,59.7,1019.4,10.8
WS-DE-02,2023-03-20,12:00:00,2023-03-20T12:00:00Z,-2.5,3.0,49.9,6.4,477.1,1030.3,11.1
WS-FR-03,2023-03-20,12:00:00,2023-03-20T12:00:00Z,7.4,2.9,89.5,4.8,572.4,999.9,-6.0
WS-NL-01,2023-03-21,12:00:00,2023-03-21T12:00:00Z,1.1,18.7,69.4,6.5,516.8,1011.2,6.1
WS-DE-02,2023-03-21,12:00:00,2023-03-21T12:00:00Z,21.6,5.5,46.1,11.4,792.2,993.7,3.4
WS-FR-03,2023-03-21,12:00:00,2023-03-21T12:00:00Z,23.2,2.0,66.7,1.4,515.5,1012.7,7.2
WS-NL-01,2023-03-22,12:00:00,2023-03-22T12:00:00Z,1.0,8.2,63.8,2.2,224.6,1016.2,-7.3
WS-DE-02,2023-03-22,12:00:00,2023-03-22T12:00:00Z,15.4,20.2,59.5,7.9,438.3,992.6,3.9
WS-FR-03,2023-03-22,12:00:00,2023-03-22T12:00:00Z,27.3,18.1,55.7,12.3,683.9,1016.0,-8.6
WS-NL-01,2023-03-23,12:00:00,2023-03-23T12:00:00Z,8.8,1.6,94.6,14.1,108.7,1032.0,-9.0
WS-DE-02,2023-03-23,12:00:00,2023-03-23T12:00:00Z,11.4,19.2,79.8,14.7,599.0,1008.9,19.8
WS-FR-03,2023-03-23,12:00:00,2023-03-23T12:00:00Z,10.3,21.7,88.9,5.9,630.3,1019.8,6.2
WS-NL-01,2023-03-24,12:00:00,2023-03-24T12:00:00Z,21.1,8.7,41.6,8.3,499.5,1022.8,-3.3
WS-DE-02,2023-03-24,12:00:00,2023-03-24T12:00:00Z,-4.9,0.6,49.4,10.3,512.8,1013.9,14.7
WS-FR-03,2023-03-24,12:00:00,2023-03-24T12:00:00Z,4.9,8.7,47.9,14.1,666.3,995.1,14.3
WS-NL-01,2023-03-25,12:00:00,2023-03-25T12:00:00Z,11.8,19.2,87.4,0.7,225.2,994.5,-9.0
WS-DE-02,2023-03-25,12:00:00,2023-03-25T12:00:00Z,18.9,17.6,33.2,11.2,391.9,1000.5,-3.5
WS-FR-03,2023-03-25,12:00:00,2023-03-25T12:00:00Z,29.5,1.4,62.8,4.7,743.4,1022.9,-0.4
WS-NL-01,2023-03-26,12:00:00,2023-03-26T12:00:00Z,18.9,16.8,50.8,4.9,171.8,1019.7,-3.4
WS-DE-02,2023-03-26,12:00:00,2023-03-26T12:00:00Z,7.0,1.5,91.7,13.3,824.8,1018.2,2.8
WS-FR-03,2023-03-26,12:00:00,2023-03-26T12:00:00Z,14.8,24.3,91.2,10.2,717.9,1004.3,2.5
WS-NL-01,2023-03-27,12:00:00,2023-03-27T12:00:00Z,1.0,9.4,79.0,7.4,771.9,1003.5,11.2
WS-DE-02,2023-03-27,12:00:00,2023-03-27T12:00:00Z,27.2,22.9,66.6,14.5,523.7,996.0,-2.7
WS-FR-03,2023-03-27,12:00:00,2023-03-27T12:00:00Z,3.1,16.2,89.9,12.8,128.6,1022.6,-4.3
WS-NL-01,2023-03-28,12:00:00,2023-03-28T12:00:00Z,5.7,16.8,69.2,13.2,209.9,1024.3,11.7
WS-DE-02,2023-03-28,12:00:00,2023-03-28T12:00:00Z,17.4,12.0,86.5,5.3,863.5,990.7,18.1
WS-FR-03,2023-03-28,12:00:00,2023-03-28T12:00:00Z,33.5,2.9,95.0,7.4,256.2,1017.2,-3.9
WS-NL-01,2023-03-29,12:00:00,2023-03-29T12:00:00Z,31.6,13.8,80.4,6.0,503.6,1006.2,-2.2
WS-DE-02,2023-03-29,12:00:00,2023-03-29T12:00:00Z,15.5,12.4,36.4,14.7,449.1,1027.8,17.4
WS-FR-03,2023-03-29,12:00:00,2023-03-29T12:00:00Z,9.8,10.3,66.6,3.7,174.0,1001.7,18.0
WS-NL-01,2023-03-30,12:00:00,2023-03-30T12:00:00Z,18.2,10.4,39.9,5.3,372.9,1027.5,5.0
WS-DE-02,2023-03-30,12:00:00,2023-03-30T12:00:00Z,21.2,17.1,46.7,12.4,871.5,1018.9,4.7
WS-FR-03,2023-03-30,12:00:00,2023-03-30T12:00:00Z,1.7,19.9,41.0,10.9,465.1,1031.3,6.3
WS-NL-01,2023-03-31,12:00:00,2023-03-31T12:00:00Z,20.7,1.5,32.2,12.8,853.4,1020.1,12.9
WS-DE-02,2023-03-31,12:00:00,2023-03-31T12:00:00Z,11.5,21.1,45.0,10.8,57.8,1012.8,1.2
WS-FR-03,2023-03-31,12:00:00,2023-03-31T12:00:00Z,19.7,16.7,70.1,7.5,464.7,990.3,6.5
